upload_date,media_type,likes,shares,saves,engagement_rate
2025-05-04 09:25:22.954916,Reel,103845,793,3774,7.02
2025-08-20 09:25:22.954916,Reel,198372,4579,1066,19.81
2025-07-28 09:25:22.954916,Video,12369,253,2126,1.64
2025-07-05 09:25:22.954916,Video,54959,615,11087,3.21
2025-10-22 09:25:22.954916,Video,55199,507,3768,4.01
2025-01-10 09:25:22.954916,Reel,63278,4851,10441,8.92
2025-04-19 09:25:22.954916,Video,169750,2016,2680,26.73
2024-12-10 09:25:22.954916,Photo,145192,3200,387,10.5
2025-04-11 09:25:22.954916,Carousel,20227,3411,7270,2.15
2025-09-30 09:25:22.954916,Carousel,4224,2586,10720,1.23
2025-07-10 09:25:22.954916,Carousel,190992,2228,14453,30.69
2025-04-12 09:25:22.954916,Carousel,19885,3332,10910,2.5
2025-02-04 09:25:22.954916,Video,140928,2982,9377,22.58
2025-04-02 09:25:22.954916,Video,111759,4701,4755,6.76
2025-01-11 09:25:22.954916,Photo,30691,3806,1836,3.0
2025-08-29 09:25:22.954916,Video,3317,1802,1737,0.92
2025-04-28 09:25:22.954916,Carousel,79331,2415,12648,14.82
2025-10-23 09:25:22.954916,Video,143910,4068,2728,11.79
2025-10-21 09:25:22.954916,Carousel,35933,2760,2297,3.51
2025-05-15 09:25:22.954916,Photo,67600,2054,2061,7.6
2024-12-08 09:25:22.954916,Photo,105988,83,1788,5.9
2025-10-12 09:25:22.954916,Video,120846,4735,8811,8.57
2025-05-29 09:25:22.954916,Photo,179520,2230,3865,26.6
2025-09-09 09:25:22.954916,Photo,158215,3234,6559,23.85
2025-06-11 09:25:22.954916,Carousel,74965,385,10362,4.14
2025-09-10 09:25:22.954916,Video,80493,222,11118,5.2
2025-03-31 09:25:22.954916,Reel,10022,2878,6033,6.09
2025-04-03 09:25:22.954916,Reel,135443,3715,4976,14.19
2025-07-24 09:25:22.954916,Video,118272,3379,2659,14.83
2025-11-16 09:25:22.954916,Photo,85632,4934,3888,16.18
2025-11-03 09:25:22.954916,Photo,95326,3362,5476,8.02
2025-08-18 09:25:22.954916,Reel,118903,2749,8971,6.61
2025-08-20 09:25:22.954916,Photo,192849,2689,11365,26.25
2025-11-09 09:25:22.954916,Carousel,66438,2645,8937,18.98
2025-04-17 09:25:22.954916,Photo,179361,4679,4529,8.7
2025-09-03 09:25:22.954916,Carousel,161419,4470,14790,15.96
2025-09-27 09:25:22.954916,Reel,22204,1674,789,1.89
2025-02-04 09:25:22.954916,Video,19256,3276,9648,1.79
2025-05-09 09:25:22.954916,Photo,36777,846,14078,2.79
2025-06-03 09:25:22.954916,Video,74959,3377,14598,5.14
2025-05-11 09:25:22.954916,Reel,179322,890,14797,10.96
2025-08-26 09:25:22.954916,Reel,144508,1082,10200,9.66
2025-11-03 09:25:22.954916,Video,179970,1443,2851,55.13
2025-03-22 09:25:22.954916,Reel,56368,2953,32,51.3
2025-07-23 09:25:22.954916,Carousel,192724,3906,2507,29.92
2025-03-28 09:25:22.954916,Reel,124841,2914,11594,8.36
2025-04-19 09:25:22.954916,Photo,56800,263,3431,3.65
2025-03-01 09:25:22.954916,Photo,61745,4475,12369,10.26
2025-10-04 09:25:22.954916,Photo,114062,3094,4100,9.96
2025-10-10 09:25:22.954916,Video,68465,3540,6378,5.18
2025-02-23 09:25:22.954916,Carousel,143577,1935,3927,11.59
2025-05-15 09:25:22.954916,Carousel,185703,2958,12719,9.58
2025-07-02 09:25:22.954916,Carousel,167801,2374,7343,20.11
2025-01-20 09:25:22.954916,Video,29719,4449,3035,2.46
2025-07-11 09:25:22.954916,Video,46960,1341,7665,4.75
2024-12-03 09:25:22.954916,Reel,121277,2589,10156,6.43
2025-08-05 09:25:22.954916,Reel,52539,3858,12818,4.93
2025-10-06 09:25:22.954916,Reel,91415,3963,2508,14.87
2024-12-24 09:25:22.954916,Photo,130789,1294,8117,8.63
2025-03-28 09:25:22.954916,Photo,165218,2247,1693,10.28
2025-11-09 09:25:22.954916,Video,25154,2705,4738,2.84
2024-11-26 09:25:22.954916,Reel,143825,863,4374,33.23
2025-10-08 09:25:22.954916,Carousel,145709,3150,9699,21.94
2025-04-20 09:25:22.954916,Video,84729,841,8193,4.94
2025-10-14 09:25:22.954916,Video,55249,4694,3604,4.95
2025-09-13 09:25:22.954916,Video,23404,1640,704,2.26
2025-10-30 09:25:22.954916,Carousel,12106,888,5110,1.33
2025-01-21 09:25:22.954916,Reel,197384,2282,8837,13.81
2025-04-26 09:25:22.954916,Photo,34522,1698,1992,2.21
2025-01-04 09:25:22.954916,Reel,194009,113,11012,22.08
2025-06-18 09:25:22.954916,Photo,117250,4386,10895,9.02
2025-05-06 09:25:22.954916,Carousel,152479,1447,1642,21.11
2025-01-16 09:25:22.954916,Carousel,58350,582,2744,31.71
2025-05-04 09:25:22.954916,Video,67965,2572,4172,4.6
2025-04-24 09:25:22.954916,Photo,153386,918,10752,10.84
2025-01-26 09:25:22.954916,Reel,174367,3234,13651,13.8
2025-06-15 09:25:22.954916,Reel,47641,2950,13434,24.78
2025-06-09 09:25:22.954916,Carousel,164525,4562,1481,23.99
2025-05-31 09:25:22.954916,Carousel,12282,1709,8334,2.56
2024-12-08 09:25:22.954916,Video,71136,3481,8027,9.11
2025-04-05 09:25:22.954916,Photo,104976,606,360,10.23
2024-12-09 09:25:22.954916,Reel,117157,3650,13862,10.95
2025-03-27 09:25:22.954916,Reel,170767,4337,14285,32.2
2025-01-10 09:25:22.954916,Reel,74682,1190,1396,9.14
2025-05-18 09:25:22.954916,Photo,101027,4046,5126,17.81
2025-01-18 09:25:22.954916,Photo,115635,4204,3441,8.21
2025-09-08 09:25:22.954916,Photo,35744,2775,5410,3.25
2025-06-16 09:25:22.954916,Reel,68513,3615,7246,3.81
2024-11-30 09:25:22.954916,Video,128435,4896,6047,15.04
2025-08-31 09:25:22.954916,Video,67520,3538,4001,7.05
2025-07-18 09:25:22.954916,Reel,102460,4049,3457,33.54
2025-02-23 09:25:22.954916,Video,127083,3907,6183,37.24
2025-09-10 09:25:22.954916,Photo,182782,1659,11807,24.93
2025-09-17 09:25:22.954916,Video,131564,4898,14822,16.4
2025-04-24 09:25:22.954916,Reel,119110,2654,3255,25.65
2024-12-24 09:25:22.954916,Reel,111261,1769,12171,17.42
2025-01-27 09:25:22.954916,Reel,2373,3586,4705,4.04
2025-05-17 09:25:22.954916,Carousel,165879,194,5526,12.94
2025-09-27 09:25:22.954916,Reel,102548,4548,14183,8.02
2025-05-29 09:25:22.954916,Reel,182475,1605,9505,53.7
2025-05-24 09:25:22.954916,Reel,199853,2744,2339,13.53
2025-04-24 09:25:22.954916,Video,53327,2461,6497,4.17
2025-06-24 09:25:22.954916,Photo,124068,3158,1920,46.91
2025-05-29 09:25:22.954916,Reel,104931,4955,3652,7.36
2025-01-28 09:25:22.954916,Reel,157992,3320,8669,10.13
2025-02-25 09:25:22.954916,Photo,127640,1593,14549,12.49
2025-02-07 09:25:22.954916,Reel,21883,3605,3443,3.73
2025-01-30 09:25:22.954916,Video,59228,2497,2629,7.53
2025-10-30 09:25:22.954916,Reel,199515,3959,442,25.07
2025-11-17 09:25:22.954916,Video,143482,2785,3452,12.59
2024-12-15 09:25:22.954916,Photo,1615,2126,14263,2.15
2025-06-15 09:25:22.954916,Photo,118301,4834,4205,5.36
2024-12-23 09:25:22.954916,Carousel,108910,664,12379,5.8
2025-07-25 09:25:22.954916,Photo,180122,2261,9304,19.64
2025-03-09 09:25:22.954916,Carousel,36245,4748,9077,3.2
2025-02-05 09:25:22.954916,Reel,7,2417,14479,1.82
2025-07-30 09:25:22.954916,Photo,178337,692,9042,9.29
2025-02-06 09:25:22.954916,Carousel,193092,1515,5522,23.38
2025-03-25 09:25:22.954916,Photo,9739,4510,6801,5.77
2025-03-19 09:25:22.954916,Video,179590,1353,6607,8.85
2025-06-29 09:25:22.954916,Video,78203,808,10586,4.12
2025-09-14 09:25:22.954916,Video,196715,3904,12601,12.65
2025-03-11 09:25:22.954916,Video,159098,1806,14661,37.93
2024-12-28 09:25:22.954916,Reel,1430,3863,14283,2.13
2024-12-09 09:25:22.954916,Reel,85219,3267,1105,5.12
2024-12-31 09:25:22.954916,Carousel,166039,4961,12174,9.4
2025-06-06 09:25:22.954916,Reel,61536,2606,10432,14.71
2025-06-07 09:25:22.954916,Video,17575,3774,12601,3.08
2025-03-02 09:25:22.954916,Photo,148350,3187,8253,10.43
2025-05-12 09:25:22.954916,Photo,76668,3146,2301,5.0
2025-08-20 09:25:22.954916,Carousel,72046,4372,8437,10.65
2025-02-18 09:25:22.954916,Reel,95064,1184,300,5.82
2025-10-07 09:25:22.954916,Reel,173872,739,7594,18.92
2024-11-27 09:25:22.954916,Video,69384,4258,2719,13.55
2025-11-11 09:25:22.954916,Reel,52587,1720,7497,9.12
2025-10-04 09:25:22.954916,Photo,164970,4500,8741,12.11
2025-06-16 09:25:22.954916,Carousel,118860,2888,3214,19.97
2025-01-12 09:25:22.954916,Video,109144,2858,14028,34.91
2025-07-03 09:25:22.954916,Photo,110150,4313,3324,10.65
2025-07-06 09:25:22.954916,Reel,166345,102,11732,19.68
2025-06-23 09:25:22.954916,Carousel,191153,3671,13494,59.26
2025-04-16 09:25:22.954916,Photo,94235,4999,2769,5.2
2025-01-18 09:25:22.954916,Photo,20724,4920,7859,2.38
2024-12-21 09:25:22.954916,Reel,80109,199,9676,6.96
2024-12-11 09:25:22.954916,Photo,189366,3035,6690,12.68
2024-11-29 09:25:22.954916,Carousel,82821,3126,13517,7.03
2025-05-05 09:25:22.954916,Carousel,33764,4855,4595,5.93
2025-10-02 09:25:22.954916,Carousel,4308,4699,11623,1.51
2025-08-17 09:25:22.954916,Video,54952,114,7211,3.22
2025-09-11 09:25:22.954916,Carousel,172810,4274,6976,9.71
2025-09-15 09:25:22.954916,Carousel,79011,695,2378,53.6
2025-01-20 09:25:22.954916,Photo,176843,4491,5449,19.01
2025-09-01 09:25:22.954916,Reel,59427,244,6304,7.06
2025-08-16 09:25:22.954916,Carousel,134417,4577,6084,8.55
2025-10-05 09:25:22.954916,Photo,114531,4130,6290,11.25
2025-08-23 09:25:22.954916,Photo,125940,4757,9,37.57
2025-02-01 09:25:22.954916,Carousel,186521,3462,12102,14.7
2025-09-25 09:25:22.954916,Video,32530,526,10076,10.17
2025-07-20 09:25:22.954916,Video,6987,999,7285,2.73
2025-07-31 09:25:22.954916,Photo,128720,1318,7168,6.91
2025-06-19 09:25:22.954916,Carousel,72857,1538,10460,6.79
2025-04-18 09:25:22.954916,Carousel,137337,2873,10504,21.81
2025-10-16 09:25:22.954916,Carousel,151120,3635,1208,36.68
2025-02-16 09:25:22.954916,Photo,197164,3422,8683,11.87
2025-02-19 09:25:22.954916,Video,111767,3050,4243,8.09
2024-12-26 09:25:22.954916,Video,104807,288,10259,6.43
2025-09-26 09:25:22.954916,Video,85029,3191,12266,117.65
2025-05-16 09:25:22.954916,Video,177703,2640,13058,22.86
2024-12-23 09:25:22.954916,Photo,149735,951,217,14.02
2025-11-12 09:25:22.954916,Carousel,138900,797,12619,11.62
2025-08-10 09:25:22.954916,Reel,30917,1444,7330,8.15
2025-09-13 09:25:22.954916,Video,26186,4964,5441,3.19
2025-09-13 09:25:22.954916,Reel,106291,856,6220,5.71
2025-10-24 09:25:22.954916,Reel,16554,1437,12025,5.36
2024-11-30 09:25:22.954916,Reel,139149,2327,7860,10.07
2025-02-10 09:25:22.954916,Photo,24555,830,14533,7.38
2025-01-02 09:25:22.954916,Photo,164901,4900,697,14.89
2025-01-07 09:25:22.954916,Video,16654,3687,5000,4.01
2025-07-04 09:25:22.954916,Video,36859,3712,2599,4.42
2025-04-28 09:25:22.954916,Carousel,107085,303,4825,23.21
2025-08-06 09:25:22.954916,Reel,112856,2648,5023,16.61
2025-11-09 09:25:22.954916,Carousel,147161,2431,1434,10.68
2025-01-17 09:25:22.954916,Video,70764,519,7033,5.08
2025-09-02 09:25:22.954916,Video,64562,163,10315,18.56
2025-08-19 09:25:22.954916,Photo,174347,4649,6242,12.0
2025-01-29 09:25:22.954916,Carousel,106703,214,5597,8.7
2025-08-23 09:25:22.954916,Photo,15893,4570,943,1.46
2025-07-29 09:25:22.954916,Reel,62854,2463,2073,3.52
2024-12-01 09:25:22.954916,Carousel,39654,2674,6616,5.0
2025-02-02 09:25:22.954916,Reel,171599,3788,4233,9.96
2025-03-23 09:25:22.954916,Reel,121134,3004,2164,1250.57
2025-08-29 09:25:22.954916,Photo,125990,1490,10344,6.26
2025-08-07 09:25:22.954916,Carousel,141969,206,3791,6.64
2025-01-30 09:25:22.954916,Video,174320,537,10460,13.49
2025-06-06 09:25:22.954916,Video,87114,4559,1295,13.38
2025-02-03 09:25:22.954916,Carousel,172701,3214,7279,8.24
2025-05-22 09:25:22.954916,Video,147791,584,5289,7.73
2025-06-02 09:25:22.954916,Reel,168540,1016,2447,20.93
2025-04-28 09:25:22.954916,Video,101648,1437,14599,7.74
2025-01-29 09:25:22.954916,Reel,199178,934,12005,24.14
2025-01-04 09:25:22.954916,Photo,156841,1659,7997,11.71
2025-09-15 09:25:22.954916,Video,109374,21,7350,37.97
2025-07-15 09:25:22.954916,Reel,45525,3178,9877,3.88
2025-01-02 09:25:22.954916,Photo,142241,1438,1715,8.54
2025-04-20 09:25:22.954916,Video,184348,1020,3017,41.9
2025-05-16 09:25:22.954916,Carousel,32693,2430,7152,3.96
2025-08-15 09:25:22.954916,Reel,74590,4948,2630,7.76
2025-02-18 09:25:22.954916,Reel,50189,424,8040,9.22
2025-08-25 09:25:22.954916,Carousel,123233,4211,9036,7.2
2025-07-06 09:25:22.954916,Reel,11347,2695,2316,1.43
2025-05-12 09:25:22.954916,Photo,50133,2261,3159,4.67
2025-08-29 09:25:22.954916,Photo,77615,3660,10951,6.02
2025-04-17 09:25:22.954916,Reel,47944,828,14260,3.04
2025-05-23 09:25:22.954916,Video,66287,8,8361,13.67
2025-08-01 09:25:22.954916,Reel,20542,3677,10769,2.87
2025-01-17 09:25:22.954916,Video,24599,3158,4685,4.55
2025-05-21 09:25:22.954916,Carousel,65192,1162,6532,8.72
2024-11-25 09:25:22.954916,Photo,87366,2984,10122,13.16
2024-12-29 09:25:22.954916,Reel,64905,2876,5418,11.04
2025-06-24 09:25:22.954916,Reel,138477,4593,12840,13.77
2025-09-10 09:25:22.954916,Photo,116695,2834,5696,22.02
2025-03-19 09:25:22.954916,Video,133123,4994,9696,11.66
2025-07-01 09:25:22.954916,Reel,79390,4448,7787,12.35
2025-07-29 09:25:22.954916,Reel,73285,4405,7180,9.57
2025-08-29 09:25:22.954916,Video,20972,3475,14058,3.07
2025-04-21 09:25:22.954916,Reel,101393,4448,3373,13.45
2025-02-14 09:25:22.954916,Carousel,127713,1638,9690,6.62
2025-05-07 09:25:22.954916,Carousel,11766,1517,6824,1.21
2025-03-04 09:25:22.954916,Video,50296,3332,4334,2.63
2025-06-10 09:25:22.954916,Carousel,169256,320,12520,9.67
2025-02-06 09:25:22.954916,Photo,121871,4167,14605,10.43
2024-12-17 09:25:22.954916,Carousel,103127,1688,14456,12.67
2025-09-12 09:25:22.954916,Carousel,54316,4308,11840,6.41
2025-03-12 09:25:22.954916,Photo,88910,1972,4169,6.6
2025-03-02 09:25:22.954916,Photo,170774,2975,10079,17.0
2025-03-19 09:25:22.954916,Reel,136393,97,5583,8.79
2025-10-27 09:25:22.954916,Video,177296,3967,4501,12.01
2025-05-25 09:25:22.954916,Carousel,97904,1357,8853,6.87
2025-06-30 09:25:22.954916,Reel,110699,2588,7299,9.5
2025-08-20 09:25:22.954916,Photo,27278,1509,4082,2.27
2025-08-25 09:25:22.954916,Photo,44827,2816,14004,8.54
2025-10-05 09:25:22.954916,Photo,174359,3647,14739,101.71
2024-12-28 09:25:22.954916,Photo,21295,620,3135,4.04
2025-03-22 09:25:22.954916,Reel,196408,4750,10140,42.8
2025-11-01 09:25:22.954916,Photo,199979,2982,14621,31.51
2024-12-15 09:25:22.954916,Photo,127976,3969,14900,10.16
2025-06-15 09:25:22.954916,Reel,77102,3847,13924,7.64
2025-05-08 09:25:22.954916,Carousel,71183,674,2376,3.99
2025-02-27 09:25:22.954916,Video,90339,876,11744,9.61
2025-03-22 09:25:22.954916,Video,9042,4688,952,0.9
2025-06-12 09:25:22.954916,Video,27890,1806,873,3.0
2025-07-04 09:25:22.954916,Reel,19620,1994,13786,6.77
2025-10-12 09:25:22.954916,Photo,105860,4252,2106,6.61
2025-09-28 09:25:22.954916,Video,112333,169,13893,14.49
2025-06-06 09:25:22.954916,Photo,158459,4833,14371,36.34
2025-09-16 09:25:22.954916,Reel,25796,2351,3072,5.67
2025-05-30 09:25:22.954916,Photo,144042,2140,378,58.74
2025-02-21 09:25:22.954916,Video,61490,4843,371,4.35
2025-07-29 09:25:22.954916,Carousel,164824,250,14377,15.89
2024-12-25 09:25:22.954916,Reel,154284,4102,6761,8.29
2025-02-26 09:25:22.954916,Photo,67045,3218,1687,14.15
2025-09-01 09:25:22.954916,Reel,75153,2604,7970,5.9
2025-03-13 09:25:22.954916,Carousel,168333,4766,966,30.13
2025-08-21 09:25:22.954916,Video,46748,3332,1744,4.49
2025-04-19 09:25:22.954916,Carousel,79138,1768,2231,3.86
2025-07-22 09:25:22.954916,Reel,134564,707,5946,6.88
2025-09-11 09:25:22.954916,Photo,5664,18,11012,15.62
2024-12-10 09:25:22.954916,Carousel,109171,3608,14176,37.46
2025-04-10 09:25:22.954916,Video,16551,2734,2458,2.67
2025-02-28 09:25:22.954916,Video,89245,3375,2112,6.61
2025-01-28 09:25:22.954916,Photo,129068,4946,9777,13.67
2024-12-06 09:25:22.954916,Carousel,80209,3091,11342,9.92
2025-03-14 09:25:22.954916,Photo,9743,4721,708,3.73
2025-05-10 09:25:22.954916,Photo,156732,4807,10219,10.35
2025-07-27 09:25:22.954916,Photo,46311,843,11869,5.06
2025-06-15 09:25:22.954916,Reel,4643,889,5552,1.55
2025-02-10 09:25:22.954916,Carousel,177165,3541,7228,29.16
2025-06-18 09:25:22.954916,Photo,170180,2916,7359,10.99
2025-04-21 09:25:22.954916,Video,178856,3998,10706,12.06
2025-01-12 09:25:22.954916,Photo,185887,1951,10429,12.16
2025-08-05 09:25:22.954916,Video,47165,4446,5161,4.74
2025-04-17 09:25:22.954916,Carousel,183399,3701,2580,16.93
2025-04-22 09:25:22.954916,Carousel,46313,3658,8122,7.35
2025-07-06 09:25:22.954916,Photo,14421,3053,14015,4.79
2025-05-28 09:25:22.954916,Carousel,11418,3972,1227,1.18
2025-02-01 09:25:22.954916,Reel,76020,4371,1983,24.26
2025-02-08 09:25:22.954916,Photo,44537,101,3526,2.73
2025-10-07 09:25:22.954916,Video,75694,2485,6541,14.5
2025-05-26 09:25:22.954916,Photo,82798,30,12842,8.59
2025-08-19 09:25:22.954916,Reel,4744,3325,10928,1.5
2024-12-20 09:25:22.954916,Photo,159310,1064,3466,27.68
2025-01-10 09:25:22.954916,Photo,14692,857,4465,1.16
2025-04-19 09:25:22.954916,Video,130326,4503,7383,25.61
2025-11-08 09:25:22.954916,Photo,168372,3950,11281,10.62
2025-05-24 09:25:22.954916,Photo,57398,3071,11482,4.56
2024-12-08 09:25:22.954916,Video,157006,3469,12758,14.71
2025-01-12 09:25:22.954916,Photo,117390,4635,5077,21.61
2025-04-23 09:25:22.954916,Reel,27692,3822,5377,8.79
2025-08-07 09:25:22.954916,Carousel,4330,4457,4219,0.98
2025-11-18 09:25:22.954916,Video,190908,1379,7274,17.04
2025-06-28 09:25:22.954916,Carousel,185429,492,10735,49.82
2024-12-16 09:25:22.954916,Carousel,121593,1439,10081,6.41
2025-10-06 09:25:22.954916,Video,45919,3633,7020,4.54
2025-03-22 09:25:22.954916,Carousel,46309,180,2920,2.87
2024-11-25 09:25:22.954916,Photo,120392,1698,8776,12.12
2025-08-07 09:25:22.954916,Reel,110140,3694,13362,6.97
2025-07-30 09:25:22.954916,Reel,130886,4242,8342,8.3
2025-02-03 09:25:22.954916,Photo,142673,4806,10922,8.84
2025-10-21 09:25:22.954916,Photo,131888,2803,4345,14.28
2025-06-02 09:25:22.954916,Carousel,147041,2416,3891,18.62
2025-10-04 09:25:22.954916,Reel,31443,1672,4999,2.29
2025-10-31 09:25:22.954916,Reel,131615,3415,7198,52.73
2025-09-02 09:25:22.954916,Carousel,190095,3369,2875,12.24
2024-12-29 09:25:22.954916,Photo,87219,1504,3010,4.49
2025-09-25 09:25:22.954916,Video,85902,3867,14313,17.58
2025-05-10 09:25:22.954916,Carousel,123455,2300,4977,14.99
2025-02-27 09:25:22.954916,Carousel,103440,1761,11691,6.17
2025-06-11 09:25:22.954916,Reel,167882,4384,1417,9.88
2025-07-01 09:25:22.954916,Reel,27681,4400,1136,1.67
2025-05-18 09:25:22.954916,Video,187356,4995,1599,36.51
2025-09-01 09:25:22.954916,Photo,131867,255,4051,6.5
2025-08-20 09:25:22.954916,Reel,90964,3417,13388,6.1
2025-02-25 09:25:22.954916,Photo,38774,929,5018,2.06
2025-01-07 09:25:22.954916,Reel,38600,3081,1109,48.92
2025-08-26 09:25:22.954916,Carousel,73707,1044,1428,13.39
2025-05-30 09:25:22.954916,Reel,67765,2001,12453,4.99
2025-06-05 09:25:22.954916,Reel,74383,2406,13853,37.75
2025-01-23 09:25:22.954916,Carousel,86174,2891,1494,12.87
2025-05-13 09:25:22.954916,Reel,75528,2754,3577,7.43
2024-12-10 09:25:22.954916,Reel,15000,4335,13277,1.74
2025-05-26 09:25:22.954916,Photo,62342,2738,10253,4.04
2025-05-27 09:25:22.954916,Video,73419,1703,10901,5.22
2025-01-23 09:25:22.954916,Photo,112597,3810,2399,107.27
2025-09-06 09:25:22.954916,Carousel,144585,54,9751,10.92
2025-05-04 09:25:22.954916,Video,29600,4342,5787,10.4
2024-11-23 09:25:22.954916,Carousel,175505,1502,7627,10.87
2025-04-18 09:25:22.954916,Reel,90427,1691,4908,20.6
2025-11-03 09:25:22.954916,Reel,172381,162,14282,18.26
2025-11-05 09:25:22.954916,Carousel,8444,3875,10287,1.72
2025-07-04 09:25:22.954916,Photo,125209,3786,12026,7.05
2025-02-06 09:25:22.954916,Carousel,81629,4092,7325,5.16
2024-11-25 09:25:22.954916,Video,148161,1579,9279,29.13
2025-10-14 09:25:22.954916,Video,112363,4578,192,107.41
2025-04-04 09:25:22.954916,Reel,31547,1847,7185,2.83
2025-09-16 09:25:22.954916,Video,149560,4528,340,14.83
2025-02-03 09:25:22.954916,Photo,174667,1460,7902,7.73
2025-10-20 09:25:22.954916,Reel,106489,4857,6364,17.33
2024-12-25 09:25:22.954916,Video,98017,2065,9045,5.43
2025-04-10 09:25:22.954916,Reel,170929,1725,3863,23.29
2025-07-31 09:25:22.954916,Carousel,188173,1882,6301,12.78
2025-01-21 09:25:22.954916,Reel,143009,1935,14797,59.75
2024-12-02 09:25:22.954916,Video,31910,1895,9179,6.71
2025-05-21 09:25:22.954916,Video,105147,3719,4069,6.98
2025-05-09 09:25:22.954916,Video,16466,2171,2361,0.98
2025-07-06 09:25:22.954916,Photo,153369,1957,10748,52.86
2025-07-16 09:25:22.954916,Reel,33920,4426,8773,8.28
2025-09-09 09:25:22.954916,Video,86475,2385,12558,10.66
2025-07-18 09:25:22.954916,Reel,130770,1821,8929,6.38
2025-06-13 09:25:22.954916,Photo,168259,823,9736,14.17
2024-12-15 09:25:22.954916,Reel,53044,4916,9988,7.65
2024-11-21 09:25:22.954916,Carousel,131655,1350,4540,81.99
2025-01-01 09:25:22.954916,Reel,154361,4044,12666,8.72
2025-07-07 09:25:22.954916,Photo,104595,3111,538,7.0
2025-02-13 09:25:22.954916,Photo,188888,4697,14716,16.74
2025-08-13 09:25:22.954916,Photo,86392,1249,6877,13.6
2025-07-03 09:25:22.954916,Reel,55421,4257,7486,4.24
2025-07-04 09:25:22.954916,Video,39141,459,592,1.86
2025-05-31 09:25:22.954916,Photo,23748,739,9734,1.91
2025-07-17 09:25:22.954916,Carousel,147500,475,4065,12.79
2025-06-05 09:25:22.954916,Carousel,7065,3173,10574,1.29
2025-07-18 09:25:22.954916,Video,144925,1376,4657,7.27
2025-09-23 09:25:22.954916,Video,63621,4546,10198,15.69
2025-08-11 09:25:22.954916,Photo,37828,299,1062,3.34
2025-03-03 09:25:22.954916,Reel,178878,3680,7691,10.84
2025-11-18 09:25:22.954916,Video,152666,1156,4960,27.63
2025-11-03 09:25:22.954916,Carousel,94849,1740,4269,5.62
2025-07-15 09:25:22.954916,Carousel,174284,1318,2463,21.84
2025-01-08 09:25:22.954916,Reel,100320,3877,9532,10.9
2025-11-07 09:25:22.954916,Photo,163777,237,3671,28.69
2025-01-27 09:25:22.954916,Video,189192,3724,10240,8.89
2025-10-09 09:25:22.954916,Photo,86437,4470,7488,31.08
2025-10-17 09:25:22.954916,Photo,186359,989,4194,11.35
2025-07-26 09:25:22.954916,Reel,92355,1984,2928,9.37
2025-02-22 09:25:22.954916,Carousel,137824,2581,69,9.06
2024-12-10 09:25:22.954916,Video,56571,2058,7265,6.05
2025-04-09 09:25:22.954916,Video,12913,4077,12849,6.5
2025-08-19 09:25:22.954916,Video,21340,762,12449,5.2
2024-12-30 09:25:22.954916,Reel,138183,2818,9333,37.07
2025-08-11 09:25:22.954916,Photo,156184,539,10281,56.69
2025-07-15 09:25:22.954916,Video,189521,4204,5085,129.29
2025-08-22 09:25:22.954916,Video,11265,2958,5401,1.43
2025-10-22 09:25:22.954916,Reel,186119,1570,4710,23.42
2025-08-18 09:25:22.954916,Carousel,194677,2780,7527,70.07
2025-07-18 09:25:22.954916,Video,125967,1594,402,32.43
2025-03-08 09:25:22.954916,Photo,164126,4156,9411,10.11
2025-07-16 09:25:22.954916,Photo,78171,1238,1233,4.11
2025-10-17 09:25:22.954916,Video,153409,2793,11259,14.83
2025-10-11 09:25:22.954916,Photo,174899,3725,1167,16.5
2025-09-01 09:25:22.954916,Carousel,199621,3337,10627,13.47
2025-07-31 09:25:22.954916,Photo,122845,3184,7044,21.5
2025-05-23 09:25:22.954916,Photo,198482,1312,11991,15.09
2025-03-31 09:25:22.954916,Photo,117990,4407,12916,9.18
2024-11-27 09:25:22.954916,Carousel,111731,1517,2657,9.02
2025-09-22 09:25:22.954916,Video,133097,1959,2217,8.01
2025-11-10 09:25:22.954916,Reel,34913,856,7214,4.07
2025-02-27 09:25:22.954916,Photo,59449,3606,9271,10.88
2025-05-04 09:25:22.954916,Video,155295,2538,4618,9.28
2025-07-27 09:25:22.954916,Reel,569,2929,14393,13.85
2025-07-03 09:25:22.954916,Video,73497,4032,12106,6.4
2025-08-25 09:25:22.954916,Photo,176953,1282,7824,13.63
2025-06-11 09:25:22.954916,Video,93405,3438,3763,5.09
2025-08-12 09:25:22.954916,Video,32092,2751,2246,2.53
2025-10-01 09:25:22.954916,Photo,161421,2636,11854,8.29
2025-11-05 09:25:22.954916,Carousel,41888,4448,5049,2.64
2025-03-26 09:25:22.954916,Reel,61548,927,5038,5.36
2025-06-29 09:25:22.954916,Carousel,9611,2164,3749,1.48
2025-02-11 09:25:22.954916,Reel,156742,647,12991,7.91
2025-09-16 09:25:22.954916,Reel,71183,3293,3550,8.05
2025-08-21 09:25:22.954916,Photo,80910,946,9748,5.64
2025-05-13 09:25:22.954916,Video,5979,4122,1914,0.78
2025-09-12 09:25:22.954916,Reel,191714,1974,6099,14.69
2025-11-15 09:25:22.954916,Photo,82246,700,6113,7.22
2025-07-16 09:25:22.954916,Carousel,133691,4831,10316,10.59
2025-10-06 09:25:22.954916,Video,157455,1817,1281,10.58
2025-03-27 09:25:22.954916,Carousel,85121,4119,3540,11.6
2025-05-10 09:25:22.954916,Reel,40983,2735,3678,4.78
2025-11-15 09:25:22.954916,Reel,199237,4799,8372,22.55
